word,tag,category,subcategory,type
mezuniyedimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
mezuniyediniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
mezuniyedleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
pantolonum,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonun,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonu,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonumuz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonunuz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
halım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
halın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
halısı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
halımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
halınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
halısı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
arım,NOUN-ANIM,Noun,Animate,Animate
arın,NOUN-ANIM,Noun,Animate,Animate
arısı,NOUN-ANIM,Noun,Animate,Animate
arımız,NOUN-ANIM,Noun,Animate,Animate
arınız,NOUN-ANIM,Noun,Animate,Animate
arısı,NOUN-ANIM,Noun,Animate,Animate
adım,NOUN-ANIM,Noun,Animate,Animate
adın,NOUN-ANIM,Noun,Animate,Animate
adı,NOUN-ANIM,Noun,Animate,Animate
adımız,NOUN-ANIM,Noun,Animate,Animate
adınız,NOUN-ANIM,Noun,Animate,Animate
adları,NOUN-ANIM,Noun,Animate,Animate
aslanım,NOUN-ANIM,Noun,Animate,Animate
aslanın,NOUN-ANIM,Noun,Animate,Animate
aslanı,NOUN-ANIM,Noun,Animate,Animate
aslanımız,NOUN-ANIM,Noun,Animate,Animate
aslanınız,NOUN-ANIM,Noun,Animate,Animate
aslanları,NOUN-ANIM,Noun,Animate,Animate
maymunum,NOUN-ANIM,Noun,Animate,Animate
maymunun,NOUN-ANIM,Noun,Animate,Animate
maymunu,NOUN-ANIM,Noun,Animate,Animate
maymunumuz,NOUN-ANIM,Noun,Animate,Animate
maymununuz,NOUN-ANIM,Noun,Animate,Animate
maymunları,NOUN-ANIM,Noun,Animate,Animate
bayramım,NOUN-INANIM-EVT,Noun,Inanimate,Event
bayramın,NOUN-INANIM-EVT,Noun,Inanimate,Event
bayramı,NOUN-INANIM-EVT,Noun,Inanimate,Event
bayramımız,NOUN-INANIM-EVT,Noun,Inanimate,Event
bayramınız,NOUN-INANIM-EVT,Noun,Inanimate,Event
bayramları,NOUN-INANIM-EVT,Noun,Inanimate,Event
tabağım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabağları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
perdem,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
perden,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
perdesi,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
perdemiz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
perdeniz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
perdesi,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kameram,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kameran,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kamerası,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kameramız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kameranız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kamerası,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
seyahadım,NOUN-INANIM-EVT,Noun,Inanimate,Event
seyahadın,NOUN-INANIM-EVT,Noun,Inanimate,Event
seyahadı,NOUN-INANIM-EVT,Noun,Inanimate,Event
seyahadımız,NOUN-INANIM-EVT,Noun,Inanimate,Event
seyahadınız,NOUN-INANIM-EVT,Noun,Inanimate,Event
seyahadları,NOUN-INANIM-EVT,Noun,Inanimate,Event
toplantım,NOUN-INANIM-EVT,Noun,Inanimate,Event
toplantın,NOUN-INANIM-EVT,Noun,Inanimate,Event
toplantısı,NOUN-INANIM-EVT,Noun,Inanimate,Event
toplantımız,NOUN-INANIM-EVT,Noun,Inanimate,Event
toplantınız,NOUN-INANIM-EVT,Noun,Inanimate,Event
toplantısı,NOUN-INANIM-EVT,Noun,Inanimate,Event
yılanım,NOUN-ANIM,Noun,Animate,Animate
yılanın,NOUN-ANIM,Noun,Animate,Animate
yılanı,NOUN-ANIM,Noun,Animate,Animate
yılanımız,NOUN-ANIM,Noun,Animate,Animate
yılanınız,NOUN-ANIM,Noun,Animate,Animate
yılanları,NOUN-ANIM,Noun,Animate,Animate
şapkam,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şapkan,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şapkası,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şapkamız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şapkanız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şapkası,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
partim,NOUN-INANIM-EVT,Noun,Inanimate,Event
partin,NOUN-INANIM-EVT,Noun,Inanimate,Event
partisi,NOUN-INANIM-EVT,Noun,Inanimate,Event
partimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
partiniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
partisi,NOUN-INANIM-EVT,Noun,Inanimate,Event
kaşığım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kaşığın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kaşığı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kaşığımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kaşığınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kaşığları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
konferansım,NOUN-INANIM-EVT,Noun,Inanimate,Event
konferansın,NOUN-INANIM-EVT,Noun,Inanimate,Event
konferansı,NOUN-INANIM-EVT,Noun,Inanimate,Event
konferansımız,NOUN-INANIM-EVT,Noun,Inanimate,Event
konferansınız,NOUN-INANIM-EVT,Noun,Inanimate,Event
konferansları,NOUN-INANIM-EVT,Noun,Inanimate,Event
ayım,NOUN-ANIM,Noun,Animate,Animate
ayın,NOUN-ANIM,Noun,Animate,Animate
ayısı,NOUN-ANIM,Noun,Animate,Animate
ayımız,NOUN-ANIM,Noun,Animate,Animate
ayınız,NOUN-ANIM,Noun,Animate,Animate
ayısı,NOUN-ANIM,Noun,Animate,Animate
nişanım,NOUN-INANIM-EVT,Noun,Inanimate,Event
nişanın,NOUN-INANIM-EVT,Noun,Inanimate,Event
nişanı,NOUN-INANIM-EVT,Noun,Inanimate,Event
nişanımız,NOUN-INANIM-EVT,Noun,Inanimate,Event
nişanınız,NOUN-INANIM-EVT,Noun,Inanimate,Event
nişanları,NOUN-INANIM-EVT,Noun,Inanimate,Event
bilgisayarım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
bilgisayarın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
bilgisayarı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
bilgisayarımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
bilgisayarınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
bilgisayarları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
sergim,NOUN-INANIM-EVT,Noun,Inanimate,Event
sergin,NOUN-INANIM-EVT,Noun,Inanimate,Event
sergisi,NOUN-INANIM-EVT,Noun,Inanimate,Event
sergimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
serginiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
sergisi,NOUN-INANIM-EVT,Noun,Inanimate,Event
macım,NOUN-INANIM-EVT,Noun,Inanimate,Event
macın,NOUN-INANIM-EVT,Noun,Inanimate,Event
macı,NOUN-INANIM-EVT,Noun,Inanimate,Event
macımız,NOUN-INANIM-EVT,Noun,Inanimate,Event
macınız,NOUN-INANIM-EVT,Noun,Inanimate,Event
macları,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışım,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışın,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışı,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışımız,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışınız,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışları,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışım,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışın,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışı,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışımız,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışınız,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışları,NOUN-INANIM-EVT,Noun,Inanimate,Event
kurdum,NOUN-ANIM,Noun,Animate,Animate
kurdun,NOUN-ANIM,Noun,Animate,Animate
kurdu,NOUN-ANIM,Noun,Animate,Animate
kurdumuz,NOUN-ANIM,Noun,Animate,Animate
kurdunuz,NOUN-ANIM,Noun,Animate,Animate
kurdları,NOUN-ANIM,Noun,Animate,Animate
kaplumbağam,NOUN-ANIM,Noun,Animate,Animate
kaplumbağan,NOUN-ANIM,Noun,Animate,Animate
kaplumbağası,NOUN-ANIM,Noun,Animate,Animate
kaplumbağamız,NOUN-ANIM,Noun,Animate,Animate
kaplumbağanız,NOUN-ANIM,Noun,Animate,Animate
kaplumbağası,NOUN-ANIM,Noun,Animate,Animate
pantolonum,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonun,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonu,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonumuz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonunuz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
panelim,NOUN-INANIM-EVT,Noun,Inanimate,Event
panelin,NOUN-INANIM-EVT,Noun,Inanimate,Event
paneli,NOUN-INANIM-EVT,Noun,Inanimate,Event
panelimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
paneliniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
panelleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
arım,NOUN-ANIM,Noun,Animate,Animate
arın,NOUN-ANIM,Noun,Animate,Animate
arısı,NOUN-ANIM,Noun,Animate,Animate
arımız,NOUN-ANIM,Noun,Animate,Animate
arınız,NOUN-ANIM,Noun,Animate,Animate
arısı,NOUN-ANIM,Noun,Animate,Animate
cenazem,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazen,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazesi,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazemiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazeniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazesi,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazem,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazen,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazesi,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazemiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazeniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazesi,NOUN-INANIM-EVT,Noun,Inanimate,Event
gömleğim,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gömleğin,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gömleği,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gömleğimiz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gömleğiniz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gömleğleri,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gösterimim,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterimin,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterimi,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterimimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösteriminiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterimleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
pantolonum,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonun,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonu,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonumuz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonunuz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
pantolonları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kedim,NOUN-ANIM,Noun,Animate,Animate
kedin,NOUN-ANIM,Noun,Animate,Animate
kedisi,NOUN-ANIM,Noun,Animate,Animate
kedimiz,NOUN-ANIM,Noun,Animate,Animate
kediniz,NOUN-ANIM,Noun,Animate,Animate
kedisi,NOUN-ANIM,Noun,Animate,Animate
kurdum,NOUN-ANIM,Noun,Animate,Animate
kurdun,NOUN-ANIM,Noun,Animate,Animate
kurdu,NOUN-ANIM,Noun,Animate,Animate
kurdumuz,NOUN-ANIM,Noun,Animate,Animate
kurdunuz,NOUN-ANIM,Noun,Animate,Animate
kurdları,NOUN-ANIM,Noun,Animate,Animate
anahtarım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
anahtarın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
anahtarı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
anahtarımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
anahtarınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
anahtarları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tatilim,NOUN-INANIM-EVT,Noun,Inanimate,Event
tatilin,NOUN-INANIM-EVT,Noun,Inanimate,Event
tatili,NOUN-INANIM-EVT,Noun,Inanimate,Event
tatilimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
tatiliniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
tatilleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
konserim,NOUN-INANIM-EVT,Noun,Inanimate,Event
konserin,NOUN-INANIM-EVT,Noun,Inanimate,Event
konseri,NOUN-INANIM-EVT,Noun,Inanimate,Event
konserimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
konseriniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
konserleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
kaşığım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kaşığın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kaşığı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kaşığımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kaşığınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kaşığları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gösterim,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterin,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterisi,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösteriniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösterisi,NOUN-INANIM-EVT,Noun,Inanimate,Event
seyahadım,NOUN-INANIM-EVT,Noun,Inanimate,Event
seyahadın,NOUN-INANIM-EVT,Noun,Inanimate,Event
seyahadı,NOUN-INANIM-EVT,Noun,Inanimate,Event
seyahadımız,NOUN-INANIM-EVT,Noun,Inanimate,Event
seyahadınız,NOUN-INANIM-EVT,Noun,Inanimate,Event
seyahadları,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünüm,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünün,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünü,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünümüz,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğününüz,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
kalemim,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalemin,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalemi,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalemimiz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kaleminiz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalemleri,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
düğünüm,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünün,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünü,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünümüz,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğününüz,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
törenim,NOUN-INANIM-EVT,Noun,Inanimate,Event
törenin,NOUN-INANIM-EVT,Noun,Inanimate,Event
töreni,NOUN-INANIM-EVT,Noun,Inanimate,Event
törenimiz,NOUN-INANIM-EVT,Noun,Inanimate,Event
töreniniz,NOUN-INANIM-EVT,Noun,Inanimate,Event
törenleri,NOUN-INANIM-EVT,Noun,Inanimate,Event
tilkim,NOUN-ANIM,Noun,Animate,Animate
tilkin,NOUN-ANIM,Noun,Animate,Animate
tilkisi,NOUN-ANIM,Noun,Animate,Animate
tilkimiz,NOUN-ANIM,Noun,Animate,Animate
tilkiniz,NOUN-ANIM,Noun,Animate,Animate
tilkisi,NOUN-ANIM,Noun,Animate,Animate
baykuşum,NOUN-ANIM,Noun,Animate,Animate
baykuşun,NOUN-ANIM,Noun,Animate,Animate
baykuşu,NOUN-ANIM,Noun,Animate,Animate
baykuşumuz,NOUN-ANIM,Noun,Animate,Animate
baykuşunuz,NOUN-ANIM,Noun,Animate,Animate
baykuşları,NOUN-ANIM,Noun,Animate,Animate
çatalım,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
çatalın,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
çatalı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
çatalımız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
çatalınız,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
çatalları,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyem,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyen,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyesi,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyemiz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyeniz,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyesi,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
sineğim,NOUN-ANIM,Noun,Animate,Animate
sineğin,NOUN-ANIM,Noun,Animate,Animate
sineği,NOUN-ANIM,Noun,Animate,Animate
sineğimiz,NOUN-ANIM,Noun,Animate,Animate
sineğiniz,NOUN-ANIM,Noun,Animate,Animate
sineğleri,NOUN-ANIM,Noun,Animate,Animate
kediler,NOUN-ANIM,Noun,Animate,Animate
bıçaklar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kartallar,NOUN-ANIM,Noun,Animate,Animate
aynalar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
anahtarlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
telefonlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
toplantılar,NOUN-INANIM-EVT,Noun,Inanimate,Event
baykuşlar,NOUN-ANIM,Noun,Animate,Animate
gösteriler,NOUN-INANIM-EVT,Noun,Inanimate,Event
ayılar,NOUN-ANIM,Noun,Animate,Animate
karıncalar,NOUN-ANIM,Noun,Animate,Animate
tatiller,NOUN-INANIM-EVT,Noun,Inanimate,Event
balıklar,NOUN-ANIM,Noun,Animate,Animate
tatiller,NOUN-INANIM-EVT,Noun,Inanimate,Event
köpekler,NOUN-ANIM,Noun,Animate,Animate
ceketler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tilkiler,NOUN-ANIM,Noun,Animate,Animate
toplantılar,NOUN-INANIM-EVT,Noun,Inanimate,Event
kurtlar,NOUN-ANIM,Noun,Animate,Animate
kaşıklar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
eşekler,NOUN-ANIM,Noun,Animate,Animate
eşekler,NOUN-ANIM,Noun,Animate,Animate
maymunlar,NOUN-ANIM,Noun,Animate,Animate
penguenler,NOUN-ANIM,Noun,Animate,Animate
cenazeler,NOUN-INANIM-EVT,Noun,Inanimate,Event
geziler,NOUN-INANIM-EVT,Noun,Inanimate,Event
ziyaretler,NOUN-INANIM-EVT,Noun,Inanimate,Event
nişanlar,NOUN-INANIM-EVT,Noun,Inanimate,Event
atlar,NOUN-ANIM,Noun,Animate,Animate
ayakkabılar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
güvercinler,NOUN-ANIM,Noun,Animate,Animate
aslanlar,NOUN-ANIM,Noun,Animate,Animate
koyunlar,NOUN-ANIM,Noun,Animate,Animate
cenazeler,NOUN-INANIM-EVT,Noun,Inanimate,Event
açılışlar,NOUN-INANIM-EVT,Noun,Inanimate,Event
kulaklıklar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tilkiler,NOUN-ANIM,Noun,Animate,Animate
perdeler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
güvercinler,NOUN-ANIM,Noun,Animate,Animate
nişanlar,NOUN-INANIM-EVT,Noun,Inanimate,Event
açılışlar,NOUN-INANIM-EVT,Noun,Inanimate,Event
sandalyeler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
sinekler,NOUN-ANIM,Noun,Animate,Animate
kitaplar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
perdeler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
aynalar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yarışmalar,NOUN-INANIM-EVT,Noun,Inanimate,Event
tatiller,NOUN-INANIM-EVT,Noun,Inanimate,Event
sabunlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
sergiler,NOUN-INANIM-EVT,Noun,Inanimate,Event
çantalar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
lambalar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
paneller,NOUN-INANIM-EVT,Noun,Inanimate,Event
partiler,NOUN-INANIM-EVT,Noun,Inanimate,Event
filler,NOUN-ANIM,Noun,Animate,Animate
ceketler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
anahtarlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
geziler,NOUN-INANIM-EVT,Noun,Inanimate,Event
aynalar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
inekler,NOUN-ANIM,Noun,Animate,Animate
masalar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
balıklar,NOUN-ANIM,Noun,Animate,Animate
sinekler,NOUN-ANIM,Noun,Animate,Animate
kartallar,NOUN-ANIM,Noun,Animate,Animate
serçeler,NOUN-ANIM,Noun,Animate,Animate
serçeler,NOUN-ANIM,Noun,Animate,Animate
sandalyeler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kediler,NOUN-ANIM,Noun,Animate,Animate
açılışlar,NOUN-INANIM-EVT,Noun,Inanimate,Event
kaşıklar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
geziler,NOUN-INANIM-EVT,Noun,Inanimate,Event
pantolonlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
balıklar,NOUN-ANIM,Noun,Animate,Animate
gözlükler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
inekler,NOUN-ANIM,Noun,Animate,Animate
kartallar,NOUN-ANIM,Noun,Animate,Animate
radyolar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
televizyonlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
baykuşlar,NOUN-ANIM,Noun,Animate,Animate
insanlar,NOUN-ANIM,Noun,Animate,Animate
televizyonlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
doğum günüler,NOUN-INANIM-EVT,Noun,Inanimate,Event
aslanlar,NOUN-ANIM,Noun,Animate,Animate
şapkalar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
düğünler,NOUN-INANIM-EVT,Noun,Inanimate,Event
kurtlar,NOUN-ANIM,Noun,Animate,Animate
ayakkabılar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
saatlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kameralar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yastıklar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yılanlar,NOUN-ANIM,Noun,Animate,Animate
tilkiler,NOUN-ANIM,Noun,Animate,Animate
halılar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
dersler,NOUN-INANIM-EVT,Noun,Inanimate,Event
arılar,NOUN-ANIM,Noun,Animate,Animate
şemsiyeler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kitaplar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kapanışlar,NOUN-INANIM-EVT,Noun,Inanimate,Event
kaplanlar,NOUN-ANIM,Noun,Animate,Animate
tabaklar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
etkinlikler,NOUN-INANIM-EVT,Noun,Inanimate,Event
kurbağalar,NOUN-ANIM,Noun,Animate,Animate
cenazeler,NOUN-INANIM-EVT,Noun,Inanimate,Event
kuşlar,NOUN-ANIM,Noun,Animate,Animate
eşekler,NOUN-ANIM,Noun,Animate,Animate
telefonlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabaklar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yılanlar,NOUN-ANIM,Noun,Animate,Animate
zürafalar,NOUN-ANIM,Noun,Animate,Animate
inekler,NOUN-ANIM,Noun,Animate,Animate
konserler,NOUN-INANIM-EVT,Noun,Inanimate,Event
kaplumbağalar,NOUN-ANIM,Noun,Animate,Animate
kartallar,NOUN-ANIM,Noun,Animate,Animate
balıklar,NOUN-ANIM,Noun,Animate,Animate
anahtarlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kitaplar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yılanlar,NOUN-ANIM,Noun,Animate,Animate
geziler,NOUN-INANIM-EVT,Noun,Inanimate,Event
pencereler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalemler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
cüzdanlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kelebekler,NOUN-ANIM,Noun,Animate,Animate
etkinlikler,NOUN-INANIM-EVT,Noun,Inanimate,Event
bilgisayarlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
